CB4 3TA,52.2267710000,0.1093900000
CB4 3TB,52.2263400000,0.1088280000
CB4 3HN,52.2215880000,0.1095840000
CB4 3JJ,52.2203220000,0.1094510000
CB4 3JL,52.2219900000,0.1062210000
CB4 3JN,52.2221680000,0.1067860000
CB4 3JW,52.2207250000,0.1095720000
CB4 3LP,52.2237560000,0.1095260000
CB4 3LR,52.2243130000,0.1095810000
CB4 3LT,52.2236770000,0.1099030000
CB4 3LX,52.2229720000,0.1070580000
CB4 3LY,52.2235070000,0.1068490000
CB4 3LZ,52.2243720000,0.1082810000
CB4 3NA,52.2238460000,0.1059720000
CB4 3NB,52.2250490000,0.1085620000
CB4 3ND,52.2236910000,0.1076050000
CB4 3NE,52.2248510000,0.1096650000
CB4 3PJ,52.2204260000,0.1071860000
CB3 0HS,52.2213340000,0.1031590000
CB3 0HT,52.2214240000,0.1026220000
CB3 0HU,52.2217430000,0.1037040000
CB3 0HX,52.2220250000,0.1047290000
CB3 0HY,52.2206860000,0.1042120000
CB3 0HZ,52.2208820000,0.1038110000
CB3 0UP,52.2245600000,0.1000160000
